North_Vashon_site, Date, Precipitation, Condition
43u,5/6/2011,0.030,
43u,5/7/2011,0.030,
43u,5/8/2011,0.030,
43u,5/9/2011,0.020,
43u,5/10/2011,0.000,
43u,5/11/2011,0.020,
43u,5/12/2011,0.050,
43u,5/13/2011,0.060,
43u,5/14/2011,0.120,
43u,5/15/2011,1.190,
43u,5/16/2011,0.960,
43u,5/17/2011,0.080,
43u,5/18/2011,0.000,
43u,5/19/2011,0.000,
43u,5/20/2011,0.000,
43u,5/21/2011,0.090,
43u,5/22/2011,0.020,
43u,5/23/2011,0.000,
43u,5/24/2011,0.000,
43u,5/25/2011,0.000,
43u,5/26/2011,0.000,
43u,5/27/2011,0.010,
43u,5/28/2011,0.010,
43u,5/29/2011,0.000,
43u,5/30/2011,0.010,
43u,5/31/2011,0.000,
43u,6/1/2011,0.000,
43u,6/2/2011,0.000,
43u,6/3/2011,0.000,
43u,6/4/2011,0.020,
43u,6/5/2011,0.130,
43u,6/6/2011,0.000,
43u,6/7/2011,0.090,
43u,6/8/2011,0.040,
43u,6/9/2011,0.000,
43u,6/10/2011,0.000,
43u,6/11/2011,0.000,
43u,6/12/2011,0.000,
43u,6/13/2011,0.040,
43u,6/14/2011,0.000,
43u,6/15/2011,0.120,
43u,6/16/2011,0.000,
43u,6/17/2011,0.000,
43u,6/18/2011,0.360,
43u,6/19/2011,0.040,
43u,6/20/2011,0.000,
43u,6/21/2011,0.000,
43u,6/22/2011,0.000,
43u,6/23/2011,0.000,
43u,6/24/2011,0.500,
43u,6/25/2011,0.000,
43u,6/26/2011,0.000,
43u,6/27/2011,0.020,
43u,6/28/2011,0.000,
43u,6/29/2011,0.000,
43u,6/30/2011,0.000,
43u,7/1/2011,0.000,
43u,7/2/2011,0.000,
43u,7/3/2011,0.000,
43u,7/4/2011,0.000,
43u,7/5/2011,0.000,
43u,7/6/2011,0.000,
43u,7/7/2011,0.010,
43u,7/8/2011,0.000,
43u,7/9/2011,0.000,
43u,7/10/2011,0.000,
43u,7/11/2011,0.010,
43u,7/12/2011,0.090,
43u,7/13/2011,0.040,
43u,7/14/2011,0.030,
43u,7/15/2011,0.040,
43u,7/16/2011,0.340,
43u,7/17/2011,0.130,
43u,7/18/2011,0.000,
43u,7/19/2011,0.000,
43u,7/20/2011,0.000,
43u,7/21/2011,0.000,
43u,7/22/2011,0.000,
43u,7/23/2011,0.000,
43u,7/24/2011,0.000,
43u,7/25/2011,0.190,
43u,7/26/2011,0.000,
43u,7/27/2011,0.000,
43u,7/28/2011,0.000,
43u,7/29/2011,0.000,
43u,7/30/2011,0.000,
43u,7/31/2011,0.000,
43u,8/1/2011,0.000,
43u,8/2/2011,0.000,
43u,8/3/2011,0.000,
43u,8/4/2011,0.000,
43u,8/5/2011,0.000,
43u,8/6/2011,0.000,
43u,8/7/2011,0.000,
43u,8/8/2011,0.000,
43u,8/9/2011,0.000,
43u,8/10/2011,0.000,
43u,8/11/2011,0.000,
43u,8/12/2011,0.000,
43u,8/13/2011,0.000,
43u,8/14/2011,0.000,
43u,8/15/2011,0.000,
43u,8/16/2011,0.000,
43u,8/17/2011,0.000,
43u,8/18/2011,0.000,
43u,8/19/2011,0.000,
43u,8/20/2011,0.000,
43u,8/21/2011,0.000,
43u,8/22/2011,0.070,
43u,8/23/2011,0.000,
43u,8/24/2011,0.000,
43u,8/25/2011,0.000,
43u,8/26/2011,0.000,
43u,8/27/2011,0.000,
43u,8/28/2011,0.000,
43u,8/29/2011,0.000,
43u,8/30/2011,0.010,
43u,8/31/2011,0.000,
43u,9/1/2011,0.000,
43u,9/2/2011,0.000,
43u,9/3/2011,0.000,
43u,9/4/2011,0.000,
43u,9/5/2011,0.000,
43u,9/6/2011,0.000,
43u,9/7/2011,0.000,
43u,9/8/2011,0.000,
43u,9/9/2011,0.000,
43u,9/10/2011,0.000,
43u,9/11/2011,0.000,
43u,9/12/2011,0.000,
43u,9/13/2011,0.000,
43u,9/14/2011,0.000,
43u,9/15/2011,0.000,
43u,9/16/2011,0.000,
43u,9/17/2011,0.170,
43u,9/18/2011,0.230,
43u,9/19/2011,0.010,
43u,9/20/2011,0.000,
43u,9/21/2011,0.000,
43u,9/22/2011,0.020,
43u,9/23/2011,0.000,
43u,9/24/2011,0.000,
43u,9/25/2011,0.210,
43u,9/26/2011,0.990,
43u,9/27/2011,0.100,
43u,9/28/2011,0.000,
43u,9/29/2011,0.000,
43u,9/30/2011,0.010,
43u,10/1/2011,0.000,
43u,10/2/2011,0.480,
43u,10/3/2011,0.230,
43u,10/4/2011,0.070,
43u,10/5/2011,0.100,
43u,10/6/2011,0.100,
43u,10/7/2011,0.050,
43u,10/8/2011,0.010,
43u,10/9/2011,0.030,
43u,10/10/2011,0.290,
43u,10/11/2011,1.290,
43u,10/12/2011,0.020,
43u,10/13/2011,0.000,
43u,10/14/2011,0.000,
43u,10/15/2011,0.000,
43u,10/16/2011,0.000,
43u,10/17/2011,0.000,
43u,10/18/2011,0.000,
43u,10/19/2011,0.000,
43u,10/20/2011,0.000,
43u,10/21/2011,0.130,
43u,10/22/2011,0.350,
43u,10/23/2011,0.000,
43u,10/24/2011,0.010,
43u,10/25/2011,0.000,
43u,10/26/2011,0.050,
43u,10/27/2011,0.000,
43u,10/28/2011,0.590,
43u,10/29/2011,0.000,
43u,10/30/2011,0.220,
43u,10/31/2011,0.020,
43u,11/1/2011,0.010,
43u,11/2/2011,0.470,
43u,11/3/2011,0.000,
43u,11/4/2011,0.040,
43u,11/5/2011,0.000,
43u,11/6/2011,0.000,
43u,11/7/2011,0.000,
43u,11/8/2011,0.000,
43u,11/9/2011,0.010,
43u,11/10/2011,0.000,
43u,11/11/2011,0.350,
43u,11/12/2011,0.190,
43u,11/13/2011,0.010,
43u,11/14/2011,0.000,
43u,11/15/2011,0.000,
43u,11/16/2011,0.590,
43u,11/17/2011,0.260,
43u,11/18/2011,0.020,
43u,11/19/2011,0.000,
43u,11/20/2011,0.000,
43u,11/21/2011,0.670,
43u,11/22/2011,2.620,
43u,11/23/2011,0.950,
43u,11/24/2011,0.680,
43u,11/25/2011,0.000,
43u,11/26/2011,0.070,
43u,11/27/2011,0.630,
43u,11/28/2011,0.010,
43u,11/29/2011,0.090,
43u,11/30/2011,0.010,
43u,12/1/2011,0.000,
43u,12/2/2011,0.000,
43u,12/3/2011,0.000,
43u,12/4/2011,0.000,
43u,12/5/2011,0.000,
43u,12/6/2011,0.000,
43u,12/7/2011,0.010,
43u,12/8/2011,0.000,
43u,12/9/2011,0.000,
43u,12/10/2011,0.010,
43u,12/11/2011,0.070,
43u,12/12/2011,0.000,
43u,12/13/2011,0.000,
43u,12/14/2011,0.010,
43u,12/15/2011,0.060,
43u,12/16/2011,0.000,
43u,12/17/2011,0.000,
43u,12/18/2011,0.070,
43u,12/19/2011,0.000,
43u,12/20/2011,0.000,
43u,12/21/2011,0.000,
43u,12/22/2011,0.000,
43u,12/23/2011,0.000,
43u,12/24/2011,0.010,
43u,12/25/2011,0.070,
43u,12/26/2011,0.110,
43u,12/27/2011,1.480,
43u,12/28/2011,0.730,
43u,12/29/2011,0.340,
43u,12/30/2011,0.170,
43u,12/31/2011,0.000,
43u,1/1/2012,0.000,
43u,1/2/2012,0.650,
43u,1/3/2012,0.070,
43u,1/4/2012,0.940,
43u,1/5/2012,0.200,
43u,1/6/2012,0.100,
43u,1/7/2012,0.000,
43u,1/8/2012,0.000,
43u,1/9/2012,0.250,
43u,1/10/2012,0.130,
43u,1/11/2012,0.000,
43u,1/12/2012,0.000,
43u,1/13/2012,0.000,
43u,1/14/2012,0.140,
43u,1/15/2012,0.020,
43u,1/16/2012,0.000,
43u,1/17/2012,0.690,
43u,1/18/2012,0.000,
43u,1/19/2012,0.000,
43u,1/20/2012,1.710,
43u,1/21/2012,0.410,
43u,1/22/2012,0.430,
43u,1/23/2012,0.040,
43u,1/24/2012,0.490,
43u,1/25/2012,0.520,
43u,1/26/2012,0.290,
43u,1/27/2012,0.010,
43u,1/28/2012,0.000,
43u,1/29/2012,0.920,
43u,1/30/2012,0.130,
43u,1/31/2012,0.060,
43u,2/1/2012,0.490,
43u,2/2/2012,0.000,
43u,2/3/2012,0.000,
43u,2/4/2012,0.000,
43u,2/5/2012,0.000,
43u,2/6/2012,0.000,
43u,2/7/2012,0.000,
43u,2/8/2012,0.250,
43u,2/9/2012,0.150,
43u,2/10/2012,0.100,
43u,2/11/2012,0.010,
43u,2/12/2012,0.040,
43u,2/13/2012,0.410,
43u,2/14/2012,0.180,
43u,2/15/2012,0.000,
43u,2/16/2012,0.070,
43u,2/17/2012,0.530,
43u,2/18/2012,0.580,
43u,2/19/2012,0.000,
43u,2/20/2012,0.070,
43u,2/21/2012,0.020,
43u,2/22/2012,0.310,
43u,2/23/2012,0.000,
43u,2/24/2012,0.510,
43u,2/25/2012,0.030,
43u,2/26/2012,0.000,
43u,2/27/2012,0.000,
43u,2/28/2012,0.320,
43u,2/29/2012,0.280,
43u,3/1/2012,0.000,
43u,3/2/2012,0.070,
43u,3/3/2012,0.000,
43u,3/4/2012,0.000,
43u,3/5/2012,0.520,
43u,3/6/2012,0.150,
43u,3/7/2012,0.000,
43u,3/8/2012,0.000,
43u,3/9/2012,0.230,
43u,3/10/2012,0.580,
43u,3/11/2012,0.510,
43u,3/12/2012,0.690,
43u,3/13/2012,0.290,
43u,3/14/2012,0.770,
43u,3/15/2012,1.420,
43u,3/16/2012,0.400,
43u,3/17/2012,0.670,
43u,3/18/2012,0.220,
43u,3/19/2012,0.080,
43u,3/20/2012,0.210,
43u,3/21/2012,0.000,
43u,3/22/2012,0.140,
43u,3/23/2012,0.000,
43u,3/24/2012,0.000,
43u,3/25/2012,0.000,
43u,3/26/2012,0.000,
43u,3/27/2012,0.220,
43u,3/28/2012,0.180,
43u,3/29/2012,1.890,
43u,3/30/2012,0.240,
43u,3/31/2012,0.580,
43u,4/1/2012,0.050,
43u,4/2/2012,0.000,
43u,4/3/2012,0.190,
43u,4/4/2012,0.010,
43u,4/5/2012,0.050,
43u,4/6/2012,0.000,
43u,4/7/2012,0.000,
43u,4/8/2012,0.000,
43u,4/9/2012,0.000,
43u,4/10/2012,0.000,
43u,4/11/2012,0.120,
43u,4/12/2012,0.010,
43u,4/13/2012,0.000,
43u,4/14/2012,0.000,
43u,4/15/2012,0.000,
43u,4/16/2012,0.360,
43u,4/17/2012,0.120,
43u,4/18/2012,0.170,
43u,4/19/2012,0.540,
43u,4/20/2012,0.190,
43u,4/21/2012,0.000,
43u,4/22/2012,0.000,
43u,4/23/2012,0.000,
43u,4/24/2012,0.060,
43u,4/25/2012,0.520,
43u,4/26/2012,0.160,
43u,4/27/2012,0.020,
43u,4/28/2012,0.000,
43u,4/29/2012,0.080,
43u,4/30/2012,0.220,
43u,5/1/2012,0.040,
43u,5/2/2012,0.000,
43u,5/3/2012,0.930,
43u,5/4/2012,0.280,
43u,5/5/2012,0.020,
43u,5/6/2012,0.000,
43u,5/7/2012,0.000,
43u,5/8/2012,0.000,
43u,5/9/2012,0.000,
43u,5/10/2012,0.000,
43u,5/11/2012,0.000,
43u,5/12/2012,0.000,
43u,5/13/2012,0.000,
43u,5/14/2012,0.000,
43u,5/15/2012,0.000,
43u,5/16/2012,0.000,
43u,5/17/2012,0.000,
43u,5/18/2012,0.000,
43u,5/19/2012,0.000,
43u,5/20/2012,0.240,
43u,5/21/2012,0.730,
43u,5/22/2012,0.230,
43u,5/23/2012,0.000,
43u,5/24/2012,0.010,
43u,5/25/2012,0.000,
43u,5/26/2012,0.000,
43u,5/27/2012,0.000,
43u,5/28/2012,0.000,
43u,5/29/2012,0.000,
43u,5/30/2012,0.010,
43u,5/31/2012,0.060,
43u,6/1/2012,0.200,
43u,6/2/2012,0.020,
43u,6/3/2012,0.000,
43u,6/4/2012,0.050,
43u,6/5/2012,0.650,
43u,6/6/2012,0.000,
43u,6/7/2012,0.820,
43u,6/8/2012,0.030,
43u,6/9/2012,0.000,
43u,6/10/2012,0.000,
43u,6/11/2012,0.000,
43u,6/12/2012,0.010,
43u,6/13/2012,0.000,
43u,6/14/2012,0.000,
43u,6/15/2012,0.000,
43u,6/16/2012,0.000,
43u,6/17/2012,0.000,
43u,6/18/2012,0.070,
43u,6/19/2012,0.020,
43u,6/20/2012,0.000,
43u,6/21/2012,0.000,
43u,6/22/2012,0.410,
43u,6/23/2012,0.360,
43u,6/24/2012,0.000,
43u,6/25/2012,0.000,
43u,6/26/2012,0.000,
43u,6/27/2012,0.000,
43u,6/28/2012,0.000,
43u,6/29/2012,0.030,
43u,6/30/2012,0.050,
43u,7/1/2012,0.000,
43u,7/2/2012,0.060,
43u,7/3/2012,0.380,
43u,7/4/2012,0.000,
43u,7/5/2012,0.000,
43u,7/6/2012,0.000,
43u,7/7/2012,0.000,
43u,7/8/2012,0.000,
43u,7/9/2012,0.020,
43u,7/10/2012,0.000,
43u,7/11/2012,0.000,
43u,7/12/2012,0.000,
43u,7/13/2012,0.180,
43u,7/14/2012,0.000,
43u,7/15/2012,0.010,
43u,7/16/2012,0.000,
43u,7/17/2012,0.000,
43u,7/18/2012,0.000,
43u,7/19/2012,0.000,
43u,7/20/2012,0.900,
43u,7/21/2012,0.000,
43u,7/22/2012,0.000,
43u,7/23/2012,0.000,
43u,7/24/2012,0.000,
43u,7/25/2012,0.000,
43u,7/26/2012,0.000,
43u,7/27/2012,0.000,
43u,7/28/2012,0.000,
43u,7/29/2012,0.000,
43u,7/30/2012,0.000,
43u,7/31/2012,0.000,
43u,8/1/2012,0.000,
43u,8/2/2012,0.000,
43u,8/3/2012,0.000,
43u,8/4/2012,0.000,
43u,8/5/2012,0.000,
43u,8/6/2012,0.000,
43u,8/7/2012,0.000,
43u,8/8/2012,0.000,
43u,8/9/2012,0.000,
43u,8/10/2012,0.000,
43u,8/11/2012,0.000,
43u,8/12/2012,0.000,
43u,8/13/2012,0.000,
43u,8/14/2012,0.000,
43u,8/15/2012,0.000,
43u,8/16/2012,0.000,
43u,8/17/2012,0.000,
43u,8/18/2012,0.000,
43u,8/19/2012,0.000,
43u,8/20/2012,0.000,
43u,8/21/2012,0.000,
43u,8/22/2012,0.000,
43u,8/23/2012,0.000,
43u,8/24/2012,0.000,
43u,8/25/2012,0.000,
43u,8/26/2012,0.000,
43u,8/27/2012,0.000,
43u,8/28/2012,0.000,
43u,8/29/2012,0.000,
43u,8/30/2012,0.000,
43u,8/31/2012,0.000,
43u,9/1/2012,0.000,
43u,9/2/2012,0.000,
43u,9/3/2012,0.000,
43u,9/4/2012,0.000,
43u,9/5/2012,0.000,
43u,9/6/2012,0.000,
43u,9/7/2012,0.000,
43u,9/8/2012,0.000,
43u,9/9/2012,0.000,
43u,9/10/2012,0.020,
43u,9/11/2012,0.000,
43u,9/12/2012,0.000,
43u,9/13/2012,0.000,
43u,9/14/2012,0.000,
43u,9/15/2012,0.000,
43u,9/16/2012,0.000,
43u,9/17/2012,0.000,
43u,9/18/2012,0.000,
43u,9/19/2012,0.000,
43u,9/20/2012,0.000,
43u,9/21/2012,0.000,
43u,9/22/2012,0.000,
43u,9/23/2012,0.000,
43u,9/24/2012,0.000,
43u,9/25/2012,0.000,
43u,9/26/2012,0.000,
43u,9/27/2012,0.000,
43u,9/28/2012,0.000,
43u,9/29/2012,0.000,
43u,9/30/2012,0.000,
43u,10/1/2012,0.000,
43u,10/2/2012,0.000,
43u,10/3/2012,0.000,
43u,10/4/2012,0.000,
43u,10/5/2012,0.000,
43u,10/6/2012,0.000,
43u,10/7/2012,0.000,
43u,10/8/2012,0.000,
43u,10/9/2012,0.000,
43u,10/10/2012,0.000,
43u,10/11/2012,0.000,
43u,10/12/2012,0.090,
43u,10/13/2012,0.170,
43u,10/14/2012,1.070,
43u,10/15/2012,0.380,
43u,10/16/2012,0.000,
43u,10/17/2012,0.000,
43u,10/18/2012,0.750,
43u,10/19/2012,0.160,
43u,10/20/2012,0.220,
43u,10/21/2012,0.130,
43u,10/22/2012,0.230,
43u,10/23/2012,0.030,
43u,10/24/2012,0.320,
43u,10/25/2012,0.000,
43u,10/26/2012,0.080,
43u,10/27/2012,0.850,
43u,10/28/2012,0.270,
43u,10/29/2012,0.670,
43u,10/30/2012,1.650,
43u,10/31/2012,1.080,
43u,11/1/2012,0.600,
43u,11/2/2012,0.200,
43u,11/3/2012,0.080,
43u,11/4/2012,0.310,
43u,11/5/2012,0.050,
43u,11/6/2012,0.000,
43u,11/7/2012,0.000,
43u,11/8/2012,0.000,
43u,11/9/2012,0.000,
43u,11/10/2012,0.000,
43u,11/11/2012,0.710,
43u,11/12/2012,0.220,
43u,11/13/2012,0.210,
43u,11/14/2012,0.010,
43u,11/15/2012,0.000,
43u,11/16/2012,0.300,
43u,11/17/2012,0.270,
43u,11/18/2012,0.900,
43u,11/19/2012,3.310,
43u,11/20/2012,0.750,
43u,11/21/2012,0.930,
43u,11/22/2012,0.010,
43u,11/23/2012,1.220,
43u,11/24/2012,0.010,
43u,11/25/2012,0.000,
43u,11/26/2012,0.000,
43u,11/27/2012,0.000,
43u,11/28/2012,0.150,
43u,11/29/2012,0.130,
43u,11/30/2012,1.470,
43u,12/1/2012,0.540,
43u,12/2/2012,1.180,
43u,12/3/2012,0.580,
43u,12/4/2012,0.710,
43u,12/5/2012,0.040,
43u,12/6/2012,0.160,
43u,12/7/2012,0.150,
43u,12/8/2012,0.000,
43u,12/9/2012,0.070,
43u,12/10/2012,0.000,
43u,12/11/2012,0.140,
43u,12/12/2012,0.120,
43u,12/13/2012,0.140,
43u,12/14/2012,0.320,
43u,12/15/2012,0.310,
43u,12/16/2012,1.070,
43u,12/17/2012,0.260,
43u,12/18/2012,0.050,
43u,12/19/2012,1.170,
43u,12/20/2012,0.950,
43u,12/21/2012,0.040,
43u,12/22/2012,0.190,
43u,12/23/2012,0.300,
43u,12/24/2012,0.010,
43u,12/25/2012,0.610,
43u,12/26/2012,0.140,
43u,12/27/2012,0.110,
43u,12/28/2012,0.000,
43u,12/29/2012,0.060,
43u,12/30/2012,0.000,
43u,12/31/2012,0.000,
43u,1/1/2013,0.000,
43u,1/2/2013,0.000,
43u,1/3/2013,0.250,
43u,1/4/2013,0.080,
43u,1/5/2013,0.130,
43u,1/6/2013,0.090,
43u,1/7/2013,0.110,
43u,1/8/2013,0.660,
43u,1/9/2013,1.330,
43u,1/10/2013,0.000,
43u,1/11/2013,0.010,
43u,1/12/2013,0.000,
43u,1/13/2013,0.000,
43u,1/14/2013,0.000,
43u,1/15/2013,0.000,
43u,1/16/2013,0.000,
43u,1/17/2013,0.000,
43u,1/18/2013,0.000,
43u,1/19/2013,0.000,
43u,1/20/2013,0.000,
43u,1/21/2013,0.000,
43u,1/22/2013,0.000,
43u,1/23/2013,0.220,
43u,1/24/2013,0.230,
43u,1/25/2013,0.050,
43u,1/26/2013,0.300,
43u,1/27/2013,0.000,
43u,1/28/2013,0.140,
43u,1/29/2013,0.160,
43u,1/30/2013,0.230,
43u,1/31/2013,0.070,
43u,2/1/2013,0.010,
43u,2/2/2013,0.000,
43u,2/3/2013,0.030,
43u,2/4/2013,0.000,
43u,2/5/2013,0.200,
43u,2/6/2013,0.220,
43u,2/7/2013,0.160,
43u,2/8/2013,0.000,
43u,2/9/2013,0.010,
43u,2/10/2013,0.010,
43u,2/11/2013,0.010,
43u,2/12/2013,0.020,
43u,2/13/2013,0.000,
43u,2/14/2013,0.010,
43u,2/15/2013,0.000,
43u,2/16/2013,0.000,
43u,2/17/2013,0.050,
43u,2/18/2013,0.000,
43u,2/19/2013,0.000,
43u,2/20/2013,0.090,
43u,2/21/2013,0.060,
43u,2/22/2013,0.740,
43u,2/23/2013,0.000,
43u,2/24/2013,0.000,
43u,2/25/2013,0.240,
43u,2/26/2013,0.000,
43u,2/27/2013,0.440,
43u,2/28/2013,0.510,
43u,3/1/2013,0.510,
43u,3/2/2013,0.050,
43u,3/3/2013,0.000,
43u,3/4/2013,0.000,
43u,3/5/2013,0.020,
43u,3/6/2013,0.370,
43u,3/7/2013,0.170,
43u,3/8/2013,0.000,
43u,3/9/2013,0.000,
43u,3/10/2013,0.010,
43u,3/11/2013,0.050,
43u,3/12/2013,0.460,
43u,3/13/2013,0.080,
43u,3/14/2013,0.120,
43u,3/15/2013,0.040,
43u,3/16/2013,0.040,
43u,3/17/2013,0.000,
43u,3/18/2013,0.000,
43u,3/19/2013,0.550,
43u,3/20/2013,0.990,
43u,3/21/2013,0.230,
43u,3/22/2013,0.000,
43u,3/23/2013,0.000,
43u,3/24/2013,0.000,
43u,3/25/2013,0.000,
43u,3/26/2013,0.000,
43u,3/27/2013,0.020,
43u,3/28/2013,0.070,
43u,3/29/2013,0.000,
43u,3/30/2013,0.000,
43u,3/31/2013,0.000,
43u,4/1/2013,0.000,
43u,4/2/2013,0.000,
43u,4/3/2013,0.000,
43u,4/4/2013,0.440,
43u,4/5/2013,0.790,
43u,4/6/2013,0.710,
43u,4/7/2013,1.500,
43u,4/8/2013,0.040,
43u,4/9/2013,0.000,
43u,4/10/2013,0.540,
43u,4/11/2013,0.070,
43u,4/12/2013,0.360,
43u,4/13/2013,0.080,
43u,4/14/2013,0.000,
43u,4/15/2013,0.000,
43u,4/16/2013,0.000,
43u,4/17/2013,0.000,
43u,4/18/2013,0.130,
43u,4/19/2013,0.610,
43u,4/20/2013,0.000,
43u,4/21/2013,0.100,
43u,4/22/2013,0.000,
43u,4/23/2013,0.000,
43u,4/24/2013,0.000,
43u,4/25/2013,0.000,
43u,4/26/2013,0.000,
43u,4/27/2013,0.000,
43u,4/28/2013,0.090,
43u,4/29/2013,0.300,
43u,4/30/2013,0.000,
43u,5/1/2013,0.000,
43u,5/2/2013,0.000,
43u,5/3/2013,0.000,
43u,5/4/2013,0.000,
43u,5/5/2013,0.000,
43u,5/6/2013,0.000,
43u,5/7/2013,0.000,
43u,5/8/2013,0.000,
43u,5/9/2013,0.000,
43u,5/10/2013,0.000,
43u,5/11/2013,0.000,
43u,5/12/2013,0.030,
43u,5/13/2013,0.390,
43u,5/14/2013,0.000,
43u,5/15/2013,0.080,
43u,5/16/2013,0.010,
43u,5/17/2013,0.040,
43u,5/18/2013,0.000,
43u,5/19/2013,0.030,
43u,5/20/2013,0.000,
43u,5/21/2013,0.670,
43u,5/22/2013,0.380,
43u,5/23/2013,0.130,
43u,5/24/2013,0.030,
43u,5/25/2013,0.010,
43u,5/26/2013,0.160,
43u,5/27/2013,0.440,
43u,5/28/2013,0.020,
43u,5/29/2013,0.240,
43u,5/30/2013,0.010,
43u,5/31/2013,0.000,
43u,6/1/2013,0.000,
43u,6/2/2013,0.030,
43u,6/3/2013,0.000,
43u,6/4/2013,0.000,
43u,6/5/2013,0.000,
43u,6/6/2013,0.000,
43u,6/7/2013,0.000,
43u,6/8/2013,0.000,
43u,6/9/2013,0.000,
43u,6/10/2013,0.000,
43u,6/11/2013,0.000,
43u,6/12/2013,0.010,
43u,6/13/2013,0.000,
43u,6/14/2013,0.000,
43u,6/15/2013,0.000,
43u,6/16/2013,0.000,
43u,6/17/2013,0.000,
43u,6/18/2013,0.000,
43u,6/19/2013,0.060,
43u,6/20/2013,0.100,
43u,6/21/2013,0.020,
43u,6/22/2013,0.000,
43u,6/23/2013,0.230,
43u,6/24/2013,0.180,
43u,6/25/2013,0.670,
43u,6/26/2013,0.070,
43u,6/27/2013,0.210,
43u,6/28/2013,0.000,
43u,6/29/2013,0.000,
43u,6/30/2013,0.000,
43u,7/1/2013,0.000,
43u,7/2/2013,0.000,
43u,7/3/2013,0.000,
43u,7/4/2013,0.000,
43u,7/5/2013,0.000,
43u,7/6/2013,0.000,
43u,7/7/2013,0.000,
43u,7/8/2013,0.000,
43u,7/9/2013,0.010,
43u,7/10/2013,0.000,
43u,7/11/2013,0.000,
43u,7/12/2013,0.000,
43u,7/13/2013,0.000,
43u,7/14/2013,0.000,
43u,7/15/2013,0.000,
43u,7/16/2013,0.000,
43u,7/17/2013,0.000,
43u,7/18/2013,0.000,
43u,7/19/2013,0.000,
43u,7/20/2013,0.000,
43u,7/21/2013,0.000,
43u,7/22/2013,0.000,
43u,7/23/2013,0.000,
43u,7/24/2013,0.000,
43u,7/25/2013,0.000,
43u,7/26/2013,0.000,
43u,7/27/2013,0.000,
43u,7/28/2013,0.000,
43u,7/29/2013,0.000,
43u,7/30/2013,0.000,
43u,7/31/2013,0.000,
43u,8/1/2013,0.000,
43u,8/2/2013,0.100,
43u,8/3/2013,0.000,
43u,8/4/2013,0.000,
43u,8/5/2013,0.000,
43u,8/6/2013,0.000,
43u,8/7/2013,0.000,
43u,8/8/2013,0.000,
43u,8/9/2013,0.000,
43u,8/10/2013,0.100,
43u,8/11/2013,0.010,
43u,8/12/2013,0.000,
43u,8/13/2013,0.000,
43u,8/14/2013,0.050,
43u,8/15/2013,0.070,
43u,8/16/2013,0.000,
43u,8/17/2013,0.000,
43u,8/18/2013,0.000,
43u,8/19/2013,0.000,
43u,8/20/2013,0.000,
43u,8/21/2013,0.000,
43u,8/22/2013,0.000,
43u,8/23/2013,0.000,
43u,8/24/2013,0.000,
43u,8/25/2013,0.000,
43u,8/26/2013,0.020,
43u,8/27/2013,0.000,
43u,8/28/2013,0.170,
43u,8/29/2013,0.370,
43u,8/30/2013,0.000,
43u,8/31/2013,0.000,
43u,9/1/2013,0.000,
43u,9/2/2013,0.000,
43u,9/3/2013,0.240,
43u,9/4/2013,0.000,
43u,9/5/2013,0.790,
43u,9/6/2013,1.180,
43u,9/7/2013,0.000,
43u,9/8/2013,0.000,
43u,9/9/2013,0.000,
43u,9/10/2013,0.000,
43u,9/11/2013,0.000,
43u,9/12/2013,0.000,
43u,9/13/2013,0.000,
43u,9/14/2013,0.000,
43u,9/15/2013,0.220,
43u,9/16/2013,0.000,
43u,9/17/2013,0.000,
43u,9/18/2013,0.000,
43u,9/19/2013,0.000,
43u,9/20/2013,0.210,
43u,9/21/2013,0.010,
43u,9/22/2013,0.600,
43u,9/23/2013,0.160,
43u,9/24/2013,0.000,
43u,9/25/2013,0.060,
43u,9/26/2013,0.000,
43u,9/27/2013,0.020,
43u,9/28/2013,2.500,
43u,9/29/2013,0.970,
43u,9/30/2013,0.850,
43u,10/1/2013,0.170,
43u,10/2/2013,0.290,
43u,10/3/2013,0.000,
43u,10/4/2013,0.000,
43u,10/5/2013,0.000,
43u,10/6/2013,0.080,
43u,10/7/2013,0.110,
43u,10/8/2013,0.170,
43u,10/9/2013,0.000,
43u,10/10/2013,0.020,
43u,10/11/2013,0.370,
43u,10/12/2013,0.100,
43u,10/13/2013,0.000,
43u,10/14/2013,0.000,
43u,10/15/2013,0.000,
43u,10/16/2013,0.000,
43u,10/17/2013,0.000,
43u,10/18/2013,0.000,
43u,10/19/2013,0.000,
43u,10/20/2013,0.010,
43u,10/21/2013,0.000,
43u,10/22/2013,0.000,
43u,10/23/2013,0.000,
43u,10/24/2013,0.000,
43u,10/25/2013,0.040,
43u,10/26/2013,0.000,
43u,10/27/2013,0.160,
43u,10/28/2013,0.000,
43u,10/29/2013,0.000,
43u,10/30/2013,0.030,
43u,10/31/2013,0.010,
43u,11/1/2013,0.000,
43u,11/2/2013,0.600,
43u,11/3/2013,0.000,
43u,11/4/2013,0.000,
43u,11/5/2013,0.090,
43u,11/6/2013,0.100,
43u,11/7/2013,1.330,
43u,11/8/2013,0.000,
43u,11/9/2013,0.090,
43u,11/10/2013,0.010,
43u,11/11/2013,0.000,
43u,11/12/2013,0.240,
43u,11/13/2013,0.010,
43u,11/14/2013,0.060,
43u,11/15/2013,0.080,
43u,11/16/2013,0.000,
43u,11/17/2013,0.270,
43u,11/18/2013,1.310,
43u,11/19/2013,0.330,
43u,11/20/2013,0.000,
43u,11/21/2013,0.000,
